name;chrom;pos
IWB9117;9;160.8893
IWB9120;14;60.6057
IWB9121;16;26.9968
IWB9125;12;29.2301
IWB9130;5;169.7045
IWB9135;4;40.514
IWB9135;11;9.1398
IWB9137;14;103.3769
IWB9138;5;57.265
IWB9139;5;57.265
IWB9149;8;16.7032
IWB9155;8;58.9488
IWB9165;5;148.3894
IWB9166;6;72.0802
IWB9169;6;59.2046
IWB9171;18;40.3889
IWB9174;8;8.152
IWB9177;3;86.8759
IWB9178;11;43.7582
IWB9190;12;155.2504
IWB9197;5;55.2874
IWB9201;4;133.8703
IWB9204;14;62.1595
IWB9208;8;56.2377
IWB9237;4;63.1681
IWB9238;12;143.9404
IWB9255;14;17.6829
IWB9256;8;58.0946
IWB9263;4;94.5501
IWB9265;5;51.0557
IWB9279;12;161.6305
IWB9286;9;145.4347
IWB9306;5;51.0557
IWB9331;13;30.1944
IWB9335;1;63.6741
IWB9341;12;77.1116
IWB9347;19;56.3064
IWB9350;3;101.4889
IWB9364;12;53.2674
IWB9366;10;7.3043
IWB9393;13;76.6305
IWB9394;13;76.6305
IWB9397;7;56.0197
IWB9398;19;89.1931
IWB9401;2;27.2492
IWB9413;12;135.6089
IWB9415;10;22.311
IWB9430;12;138.2916
IWB9431;4;135.7062
IWB9433;9;52.1526
IWB9442;6;44.1677
IWB9444;6;72.0802
IWB9451;10;100.1944
IWB9459;12;118.9294
IWB9465;1;39.2717
IWB9466;16;20.7557
IWB9468;6;100.4719
IWB9482;8;34.762
IWB9488;2;113.2313
IWB9494;2;74.34
IWB9495;9;250.0094
IWB9498;5;51.0557
IWB9503;5;121.5243
IWB9509;5;99.462
IWB9514;9;209.4873
IWB9526;2;93.4108
IWB9536;12;45.2687
IWB9543;17;4.4217
IWB9559;3;52.5789
IWB9563;15;41.2935
IWB9564;5;137.1888
IWB9574;7;152.9174
IWB9578;21;88.8394
IWB9579;5;104.0327
IWB9580;12;90.0403
IWB9589;10;148.5001
IWB9591;12;76.3516
IWB9595;21;3.1838
IWB9597;14;44.1544
IWB9600;6;81.5764
IWB9615;12;77.1116
IWB9616;6;99.2639
IWB9617;16;20.7557
IWB9620;5;176.0708
IWB9623;15;41.2935
IWB9630;13;117.3141
IWB9633;7;99.6324
IWB9651;4;5.1891
IWB9652;12;167.0451
IWB9656;10;143.4169
IWB9669;5;172.4356
IWB9675;12;38.7653
IWB9676;3;54.9723
IWB9680;16;33.6559
IWB9686;10;96.4438
IWB9697;11;40.3862
IWB9699;12;128.9864
IWB9716;10;60.3245
IWB9723;5;57.265
IWB9729;12;63.7393
IWB9735;8;14.9902
IWB9740;2;28.3685
IWB9751;13;36.6835
IWB9752;3;15.2444
IWB9753;12;141.2618
IWB9755;13;17.7261
IWB9767;12;72.9746
IWB9772;8;107.4291
IWB9778;3;91.5427
IWB9799;4;43.9908
IWB9808;5;141.3577
IWB9811;14;108.0156
IWB9814;10;79.3794
IWB9816;7;137.2669
IWB9844;6;81.5764
IWB9852;6;61.2588
IWB9853;14;65.5476
IWB9854;7;105.9128
IWB9857;6;46.9864
IWB9864;17;85.281
IWB9872;10;95.5595
IWB9880;11;68.9626
IWB9883;10;32.8882
IWB9906;4;86.1172
IWB9909;12;76.1791
IWB9910;10;62.8431
IWB9918;8;48.2481
IWB9937;8;58.9488
IWB9938;12;37.8368
IWB9970;5;148.2702
IWB9971;12;58.6656
IWB9976;17;60.479
IWB9995;3;124.343
IWB10002;9;28.6802
IWB10006;21;90.4407
IWB10024;9;90.0179
IWB10025;1;28.6764
IWB10043;1;36.8756
IWB10045;11;28.346
IWB10054;5;69.0496
IWB10077;6;115.5751
IWB10081;9;160.8893
IWB10087;13;31.9281
IWB10089;14;33.7326
IWB10098;6;65.6016
IWB10099;15;44.4852
IWB10104;8;43.0858
IWB10112;19;59.9955
IWB10115;2;111.3781
IWB10118;7;177.7315
IWB10143;8;34.0703
IWB10154;2;49.5406
IWB10166;13;63.996
IWB10173;9;275.4519
IWB10175;2;55.5333
IWB10182;2;94.5618
IWB10185;9;219.3115
IWB10199;13;84.1319
IWB10207;18;39.7757
IWB10213;7;177.7315
IWB10220;14;44.1544
IWB10224;8;85.3825
IWB10226;8;31.2013
IWB10247;12;77.1116
IWB10251;9;216.5438
IWB10256;12;77.1116
IWB10267;4;21.0275
IWB10268;13;93.4161
IWB10271;5;42.6615
IWB10286;8;71.6689
IWB10292;1;39.2717
IWB10310;10;148.6049
IWB10313;5;169.579
IWB10321;6;72.0802
IWB10326;21;8.3904
IWB10330;13;83.8486
IWB10344;10;119.9199
IWB10356;12;106.3253
IWB10357;12;106.2842
IWB10362;12;101.7981
IWB10366;11;36.1261
IWB10375;14;18.1226
IWB10399;13;60.5248
IWB10413;8;24.7113
IWB10418;9;226.8433
IWB10422;8;61.2236
IWB10431;2;49.1447
IWB10432;2;49.1447
IWB10439;15;54.0674
IWB10440;9;115.5185
IWB10441;9;219.1108
IWB10444;8;19.5443
IWB10454;8;83.9062
IWB10471;4;30.6019
IWB10474;1;87.4147
IWB10482;7;72.5924
IWB10491;1;116.7479
IWB10498;14;60.6057
IWB10507;9;147.8538
IWB10513;5;57.265
IWB10518;1;116.7479
IWB10521;10;140.1021
IWB10522;10;138.254
IWB10524;8;19.5443
IWB10531;10;148.6049
IWB10534;12;123.5841
IWB10551;8;24.8738
IWB10552;7;139.2649
IWB10556;7;124.2133
IWB10558;6;9.5216
IWB10568;8;8.152
IWB10571;6;81.5764
IWB10572;6;82.759
IWB10573;7;193.5357
IWB10578;3;74.2016
IWB10582;8;89.9181
IWB10585;3;78.559
IWB10587;4;45.8077
IWB10591;10;63.5345
IWB10594;5;102.5573
IWB10595;4;76.0244
IWB10598;15;46.3931
IWB10599;11;40.3862
IWB10621;8;87.4483
IWB10623;9;272.3409
IWB10624;9;262.2156
IWB10628;14;39.8227
IWB10631;10;119.5636
IWB10634;10;93.1373
IWB10635;12;105.705
IWB10638;3;1.9324
IWB10646;8;24.8738
IWB10649;13;94.0054
IWB10652;16;21.7142
IWB10662;2;18.7275
IWB10668;1;84.8749
IWB10680;14;36.446
IWB10684;5;130.088
IWB10685;2;55.5333
IWB10695;6;81.5764
IWB10696;13;49.0763
IWB10705;14;21.378
IWB10707;7;49.8188
IWB10716;13;28.0981
IWB10719;7;75.6558
IWB10723;10;63.2328
IWB10726;5;137.1888
IWB10727;5;137.1888
IWB10728;12;38.7653
IWB10732;19;89.1931
IWB10738;6;96.2361
IWB10747;1;31.5497
IWB10756;12;171.1945
IWB10758;6;81.5764
IWB10761;11;40.3862
IWB10765;5;148.3267
IWB10766;5;127.7524
IWB10770;3;155.4129
IWB10772;8;8.152
IWB10776;6;40.095
IWB10778;15;65.3802
IWB10780;8;19.5443
IWB10783;10;60.6765
IWB10786;8;87.829
IWB10799;19;89.1931
IWB10805;9;121.899
IWB10809;5;42.6615
IWB10815;14;103.4262
IWB10823;8;19.5443
IWB10840;21;0.2902
IWB10843;5;141.8599
IWB10845;9;212.7937
IWB10854;12;106.4116
IWB10855;5;71.5107
IWB10858;5;69.0496
IWB10863;10;49.0809
IWB10887;6;46.9864
IWB10891;14;95.7557
IWB10896;2;16.8373
IWB10915;9;160.8893
IWB10926;1;67.8507
IWB10928;6;82.759
IWB10937;10;46.2439
IWB10938;5;69.0496
IWB10956;2;94.2028
IWB10957;2;94.2028
IWB10958;6;33.9884
IWB10959;7;122.353
IWB10968;7;128.8825
IWB10974;9;62.262
IWB10980;10;116.1566
IWB10981;5;43.2454
IWB10986;1;87.4147
IWB10989;17;85.281
IWB10991;6;142.876
IWB10997;8;21.2945
IWB11000;7;122.1304
IWB11007;8;95.7118
IWB11012;7;60.0264
IWB11014;9;102.0605
IWB11017;7;106.6018
IWB11022;19;113.2138
IWB11032;12;146.9887
IWB11033;14;64.7593
IWB11044;1;19.1638
IWB11045;9;180.3317
IWB11061;15;67.9832
IWB11066;12;9.4448
IWB11072;9;88.9246
IWB11078;16;35.7748
IWB11079;2;37.1383
IWB11081;15;33.2858
IWB11084;3;1.9324
IWB11092;9;179.4919
IWB11102;6;57.7162
IWB11105;10;13.058
IWB11105;17;4.4217
IWB11119;16;38.7296
IWB11123;9;236.2608
IWB11138;14;61.7199
IWB11141;16;24.9861
IWB11155;3;92.3889
IWB11159;9;180.3317
IWB11167;5;37.8209
IWB11170;14;4.9228
IWB11174;9;218.8889
IWB11180;11;53.3092
IWB11183;8;34.0703
IWB11191;3;124.343
IWB11193;2;88.4742
IWB11197;16;21.7718
IWB11200;3;106.9703
IWB11202;1;11.8164
IWB11204;3;102.1519
IWB11206;6;85.6033
IWB11207;18;39.7757
IWB11215;14;69.1668
IWB11217;9;21.5181
IWB11221;5;170.7405
IWB11224;3;15.2444
IWB11226;5;81.983
IWB11232;2;91.1774
IWB11233;13;41.1896
IWB11236;12;102.0158
IWB11245;5;168.9888
IWB11255;7;116.4012
IWB11256;19;50.2805
IWB11258;6;125.6014
IWB11258;13;114.5039
IWB11260;15;65.3802
IWB11261;8;34.0703
IWB11266;16;30.2831
IWB11267;16;30.2831
IWB11286;16;35.7748
IWB11289;2;32.5343
IWB11298;10;104.67
IWB11302;2;70.5438
IWB11304;16;34.2901
IWB11305;5;74.0534
IWB11306;12;76.1791
IWB11307;5;104.2838
IWB11330;13;115.1838
IWB11333;9;271.5697
IWB11335;1;23.1402
IWB11342;12;110.7417
IWB11343;12;143.9404
IWB11346;19;89.0128
IWB11350;7;176.0196
IWB11352;11;33.0886
IWB11358;13;42.1113
IWB11361;3;15.2444
IWB11363;7;99.4257
IWB11366;9;236.2608
IWB11373;5;54.9295
IWB11375;10;30.5415
IWB11379;9;22.923
IWB11380;4;101.8462
IWB11390;8;81.7475
IWB11394;8;105.9528
IWB11400;19;114.3634
IWB11401;14;1.7167
IWB11403;2;32.038
IWB11409;10;116.2237
IWB11413;14;66.9536
IWB11414;13;98.5606
IWB11422;2;49.5406
IWB11435;3;160.4208
IWB11438;10;141.3802
IWB11452;2;79.1288
IWB11457;2;133.6695
IWB11457;16;97.4005
IWB11461;15;42.7333
IWB11462;1;31.4573
IWB11463;10;48.4524
IWB11479;15;52.9964
IWB11483;11;41.4225
IWB11492;10;83.2348
IWB11493;10;84.2196
IWB11495;20;86.225
IWB11515;1;51.7192
IWB11522;12;97.9568
IWB11529;10;39.7986
IWB11535;2;115.7445
IWB11541;6;123.8734
IWB11560;6;72.0802
IWB11580;3;106.0736
IWB11581;3;106.0736
IWB11587;17;102.4439
IWB11589;8;45.7273
IWB11591;19;85.271
IWB11592;19;85.271
IWB11600;6;72.0802
IWB11601;14;49.6078
IWB11609;3;64.1796
IWB11618;8;34.0703
IWB11625;8;73.122
IWB11628;1;59.7131
IWB11631;14;58.1007
IWB11637;5;68.698
IWB11643;13;30.523
IWB11665;2;64.5407
IWB11678;4;76.6189
IWB11682;10;65.6341
IWB11688;11;40.3862
IWB11689;9;143.4171
IWB11693;7;99.6324
IWB11703;14;23.2728
IWB11710;12;9.8679
IWB11712;6;114.1326
IWB11714;4;101.8462
IWB11721;10;88.7246
IWB11722;6;46.9864
IWB11722;13;28.0981
IWB11724;2;48.8595
IWB11732;3;82.8658
IWB11738;3;121.4759
IWB11739;7;73.3927
IWB11740;6;124.5973
IWB11745;7;98.5936
IWB11750;9;112.4128
IWB11767;14;49.714
IWB11768;7;118.3463
IWB11771;6;61.2588
IWB11780;9;198.3585
IWB11785;6;5.2909
IWB11793;12;77.1116
IWB11795;7;125.4428
IWB11796;2;88.4742
IWB11800;8;108.664
IWB11801;4;137.0522
IWB11806;3;69.5285
IWB11813;12;109.7763
IWB11819;8;8.152
IWB11820;8;19.5443
IWB11830;8;19.5443
IWB11837;3;138.9875
IWB11846;3;15.2444
IWB11848;9;150.7958
IWB11852;3;9.4157
IWB11856;2;151.7899
IWB11858;8;76.0049
IWB11863;19;113.4242
IWB11865;5;93.7362
IWB11866;5;93.1209
IWB11867;3;52.5789
IWB11875;3;91.3217
IWB11875;10;96.8209
IWB11879;12;62.5644
IWB11893;1;39.2717
IWB11903;6;131.1064
IWB11913;10;74.095
IWB11921;15;52.6985
IWB11935;10;130.6479
IWB11938;8;24.7113
IWB11945;14;39.8227
IWB11946;7;22.0475
IWB11958;8;66.3441
IWB11963;11;33.2257
IWB11976;6;24.0794
IWB11983;12;174.1976
IWB11991;2;55.5333
IWB11992;3;123.8125
IWB12014;14;75.147
IWB12017;3;168.384
IWB12019;7;112.0659
IWB12026;10;9.0895
IWB12030;12;131.5623
IWB12039;7;163.2257
IWB12042;10;54.2019
IWB12052;6;26.0571
IWB12053;10;19.2141
IWB12055;6;91.6282
IWB12062;10;73.7304
IWB12065;12;130.5393
IWB12074;5;5.4433
IWB12077;7;32.0377
IWB12084;5;30.1738
IWB12087;12;114.5418
IWB12089;4;64.9327
IWB12090;12;174.1976
IWB12091;10;125.2168
IWB12093;8;79.1153
IWB12095;7;78.4912
IWB12100;6;113.6331
IWB12101;7;112.7072
IWB12115;5;83.2701
IWB12118;9;259.654
IWB12123;5;18.9167
IWB12129;7;81.8354
IWB12135;5;144.4717
IWB12137;9;138.9803
IWB12142;12;141.3727
IWB12143;12;141.3727
IWB12144;11;79.4621
IWB12154;9;55.4801
IWB12155;9;146.4752
IWB12159;14;65.7408
IWB12171;14;69.7542
IWB12173;3;84.7982
IWB12175;14;64.6115
IWB12180;4;86.1172
IWB12185;11;29.9744
IWB12188;11;52.9364
IWB12189;1;39.5077
IWB12191;10;61.8415
IWB12192;10;107.8591
IWB12193;10;9.0895
IWB12197;7;71.8716
IWB12199;12;9.4448
IWB12201;13;62.2547
IWB12205;9;88.9246
IWB12207;12;31.8552
IWB12209;18;39.7757
IWB12213;6;61.2588
IWB12214;7;127.8914
IWB12221;8;115.0519
IWB12222;11;73.8039
IWB12226;5;153.0982
IWB12230;9;188.6875
IWB12236;12;106.7485
IWB12238;11;28.346
IWB12242;9;155.1955
IWB12245;20;86.225
IWB12246;7;176.0196
IWB12248;7;73.398
IWB12251;1;19.1638
IWB12252;8;8.152
IWB12253;10;9.0895
IWB12255;17;85.281
IWB12259;20;86.225
IWB12260;10;123.2556
IWB12267;10;68.7854
IWB12268;3;155.4129
IWB12285;4;0.5327
IWB12286;18;40.3889
IWB12293;1;106.0038
IWB12294;9;226.8433
IWB12299;10;62.952
IWB12300;3;101.4889
IWB12301;16;21.7142
IWB12302;4;41.2131
IWB12311;15;33.2858
IWB12317;3;86.8759
IWB12327;8;34.0703
IWB12330;13;51.2368
IWB12332;2;83.5217
IWB12343;12;51.809
IWB12345;10;73.7304
IWB12348;12;47.216
IWB12360;15;52.9964
IWB12365;16;19.7251
IWB12371;14;49.714
IWB12381;2;91.9536
IWB12383;7;100.4751
IWB12385;7;73.0164
IWB12389;4;4.5517
IWB12396;5;65.8601
IWB12402;7;122.2205
IWB12416;12;105.935
IWB12425;13;85.7334
IWB12427;4;30.6019
IWB12433;10;60.4251
IWB12434;11;43.7582
IWB12454;1;84.1001
IWB12457;7;74.3785
IWB12459;4;115.3969
IWB12466;10;99.1048
IWB12477;2;103.5692
IWB12479;1;83.2587
IWB12497;8;61.2236
IWB12501;3;78.559
IWB12510;10;73.7304
IWB12514;9;86.8541
IWB12537;9;86.8541
IWB12541;3;71.2651
IWB12545;12;138.2916
IWB12549;12;45.2687
IWB12553;6;124.5973
IWB12557;14;90.6585
IWB12563;3;121.5075
IWB12566;3;120.8507
IWB12571;2;49.1447
IWB12579;1;84.1001
IWB12582;21;9.5984
IWB12587;7;168.621
IWB12618;7;168.886
IWB12626;7;73.0164
IWB12630;14;13.4157
IWB12638;14;108.0156
IWB12639;10;9.0895
IWB12647;13;53.2614
IWB12655;7;105.9552
IWB12657;14;37.4162
IWB12708;7;32.0377
IWB12722;4;79.6629
IWB12737;4;72.0006
IWB12745;10;9.1607
IWB12799;5;170.9539
IWB12804;13;52.1018
IWB12817;9;215.461
IWB12819;8;26.2851
IWB12821;1;40.2568
IWB12831;7;78.4912
IWB12834;4;32.0383
IWB12839;5;140.4536
IWB12840;7;34.3909
IWB12841;15;52.6985
IWB12851;15;69.8486
IWB12854;5;99.8701
IWB12856;11;26.1419
IWB12871;16;34.4631
IWB12880;2;55.5333
IWB12899;20;30.1939
IWB12984;1;32.6169
IWB13050;12;161.6305
IWB13056;13;1.0727
IWB13089;6;57.7162
IWB13110;8;24.7113
IWB13112;6;26.0571
IWB13142;14;23.8451
IWB13172;8;93.3627
IWB13176;8;28.5784
IWB13202;2;55.5333
IWB13205;10;144.6908
IWB13219;14;90.6585
IWB13243;13;40.5173
IWB13248;14;9.2924
IWB13258;1;60.5648
IWB13260;14;103.3769
IWB13269;12;45.2687
IWB13284;12;149.051
IWB13310;9;121.899
IWB13333;6;43.0769
IWB13348;15;41.2935
IWB13355;1;4.2945
IWB13376;10;117.615
IWB13379;1;79.6209
IWB13406;15;27.7961
IWB13477;2;49.5406
IWB13479;14;46.8186
IWB13492;1;32.6169
IWB13576;10;5.3095
IWB13582;17;76.6582
IWB13600;12;73.254
IWB13603;13;61.1745
IWB13605;10;47.3041
IWB13628;5;42.6615
IWB13648;2;70.8501
IWB13649;10;37.6195
IWB13659;2;55.5333
IWB13680;9;226.8433
IWB13686;7;117.7898
IWB13689;7;105.8704
IWB13691;9;90.1024
IWB13715;13;0.3361
IWB13719;5;52.1921
IWB13735;12;30.7953
IWB13747;12;76.479
IWB13748;12;77.1116
IWB13767;20;0.7867
IWB13774;8;25.9137
IWB13782;8;16.7032
IWB13784;6;85.6033
IWB13788;12;140.7031
IWB13830;9;284.9222
IWB13834;15;41.2935
IWB13864;1;79.8723
IWB13870;9;180.3317
IWB13878;10;9.0895
IWB13914;6;57.7162
IWB13915;2;55.5333
IWB13935;20;92.5266
IWB13946;14;81.9382
IWB13954;12;76.1791
IWB13980;8;19.5443
IWB14020;17;91.1644
IWB14021;8;24.8738
IWB14043;10;84.5214
IWB14050;7;104.2857
IWB14070;10;54.2019
IWB14072;14;98.2531
IWB14077;5;175.8699
IWB14092;6;103.0155
IWB14134;5;125.668
IWB14137;1;19.7538
IWB14163;12;20.0769
IWB14185;12;76.1791
IWB14203;13;26.8705
IWB14228;13;75.3916
IWB14235;2;74.6621
IWB14235;7;127.8066
IWB14244;13;68.0187
IWB14312;3;160.8502
IWB14316;16;60.9627
IWB14377;8;16.1833
IWB14386;13;83.8486
IWB14419;9;145.7252
IWB14426;7;170.9052
IWB14447;2;53.7909
IWB14491;17;76.3181
IWB14511;15;25.6399
IWB14566;13;60.5248
IWB14571;13;63.3614
IWB14573;6;43.4082
IWB14578;14;30.3521
IWB14582;5;79.5847
IWB14612;15;22.4837
IWB14647;1;32.6169
IWB14668;2;115.7445
IWB14681;11;40.3862
IWB14695;3;138.9875
IWB14755;3;71.6061
IWB14755;8;31.2013
IWB14786;7;177.6467
IWB14800;9;205.003
IWB14875;3;39.5889
IWB14910;4;128.4957
IWB14948;1;40.0824
IWB14950;8;34.0703
IWB14964;10;39.2371
IWB14983;12;20.2864
IWB14984;18;34.3911
IWB15024;10;54.2019
IWB15024;13;69.8317
IWB15035;5;158.7613
IWB15037;7;120.657
IWB15037;14;43.1804
IWB15055;9;160.8893
IWB15063;8;34.0703
IWB15068;9;160.8893
IWB15252;16;97.4005
IWB15330;17;85.281
IWB15375;15;67.9832
IWB15418;21;42.2238
IWB15598;20;82.9666
IWB15640;8;85.3825
IWB15740;15;50.7409
IWB15777;21;47.7955
IWB15863;16;18.1252
IWB16116;3;76.6392
IWB16272;20;82.9666
IWB16499;16;24.9861
IWB16634;21;47.4959
IWB16682;21;8.5496
IWB16848;17;4.4217
IWB16928;10;16.8129
IWB16928;17;4.4217
IWB17003;21;106.7628
IWB17135;16;23.3285
IWB17147;15;41.2935
IWB17205;16;30.2831
IWB17211;21;7.454
IWB17228;19;62.9934
IWB17276;16;4.9799
IWB17317;17;76.9984
IWB17339;9;4.912
IWB17484;15;32.2078
IWB17534;21;107.0624
IWB17587;12;65.5182
IWB17602;14;63.5352
IWB17614;4;79.6629
IWB17630;21;7.454
IWB17710;16;45.9508
IWB17781;20;72.5086
IWB17816;15;65.3802
IWB17930;17;60.479
IWB18094;15;52.9964
IWB18120;21;9.2332
IWB18146;14;107.7995
IWB18153;19;66.66
IWB18246;3;108.3154
IWB18403;15;67.3945
IWB18421;17;101.9107
IWB18554;15;42.7333
IWB18556;8;68.1129
IWB18684;17;76.6582
IWB18686;19;15.583
IWB18705;9;73.4489
IWB18914;21;26.9692
IWB18918;19;84.2642
IWB18919;19;66.66
IWB18990;18;40.3889
IWB19059;21;47.7955
IWB19353;18;39.7757
IWB19357;19;116.918
IWB19377;21;27.7465
IWB19449;19;84.2642
IWB19471;15;4.752
IWB19554;14;9.5653
IWB19578;13;39.913
IWB19579;8;29.2376
IWB19595;4;20.0715
IWB19609;5;99.3239
IWB19619;9;171.8491
IWB19685;13;59.2859
IWB19712;8;37.0043
IWB19721;14;49.8087
IWB19726;20;82.9666
IWB19727;20;82.9666
IWB19752;1;37.4861
IWB19789;6;43.4082
IWB19797;7;91.3063
IWB19801;15;15.8946
IWB19803;5;51.0557
IWB19807;5;51.0557
IWB19840;7;22.0475
IWB19867;9;58.6122
IWB19922;12;58.3945
IWB19972;9;199.1825
IWB20000;4;20.4805
IWB20019;3;77.7443
IWB20020;3;77.7443
IWB20060;2;1.9957
IWB20078;2;56.0665
IWB20120;1;30.1644
IWB20139;5;115.227
IWB20175;12;91.6753
IWB20198;5;170.9539
IWB20201;12;27.4183
IWB20283;20;71.707
IWB20289;11;57.5035
IWB20294;10;107.0629
IWB20307;1;37.4861
IWB20313;8;80.8887
IWB20364;8;8.152
IWB20366;12;51.9487
IWB20439;12;102.2582
IWB20473;20;82.9666
IWB20487;1;126.4504
IWB20500;11;33.2257
IWB20618;5;84.306
IWB20628;14;37.4162
IWB20648;8;31.2385
IWB20689;18;39.7757
IWB20811;2;39.3189
IWB20854;20;78.3277
IWB20867;9;30.9672
IWB20908;14;49.714
IWB20954;1;41.0367
IWB20955;1;39.9182
IWB20973;5;51.0557
IWB20983;4;25.6458
IWB21001;15;26.7677
IWB21044;5;149.4568
IWB21064;4;56.7043
IWB21064;10;2.2252
IWB21067;12;51.7145
IWB21070;3;106.9703
IWB21075;9;132.2038
IWB21105;9;256.6116
IWB21128;3;71.6061
IWB21151;14;35.4228
IWB21174;6;129.3122
IWB21243;15;91.5308
IWB21244;20;72.5086
IWB21245;20;81.4525
IWB21265;2;38.0359
IWB21266;2;38.0359
IWB21269;4;9.1368
IWB21302;11;29.9963
IWB21362;16;60.9627
IWB21378;6;72.0802
IWB21382;1;49.0922
IWB21402;4;9.2129
IWB21403;9;119.1999
IWB21439;11;57.5035
IWB21455;12;168.446
IWB21456;5;24.3412
IWB21459;7;113.9527
IWB21468;7;60.0264
IWB21469;7;60.0264
IWB21500;13;19.5391
IWB21506;19;15.275
IWB21508;12;115.0389
IWB21514;15;91.5308
IWB21516;15;91.5308
IWB21527;3;52.5789
IWB21536;9;61.7127
IWB21564;1;48.969
IWB21588;6;56.4317
IWB21601;8;16.7032
IWB21614;20;1.1875
IWB21620;3;1.9324
IWB21638;9;236.2608
IWB21641;12;72.9746
IWB21657;8;37.0043
IWB21680;13;69.8317
IWB21693;9;146.4752
IWB21704;12;31.6909
IWB21708;1;20.5132
IWB21713;4;71.6724
IWB21744;17;4.4217
IWB21771;10;46.181
IWB21806;5;16.1165
IWB21840;7;152.769
IWB21850;4;128.4957
IWB21858;9;146.3802
IWB21913;6;82.759
IWB21923;13;57.7071
IWB21933;12;13.9803
IWB21943;5;134.1752
IWB22005;1;19.0355
IWB22011;8;64.6636
IWB22014;5;24.9
IWB22035;5;92.9639
IWB22036;6;17.1981
IWB22047;2;38.0359
IWB22056;15;7.3621
IWB22084;12;135.0789
IWB22101;6;43.0769
IWB22131;9;269.4993
IWB22141;15;52.9964
IWB22164;3;15.2444
IWB22174;1;112.2789
IWB22183;2;4.4033
IWB22184;2;4.4033
IWB22188;7;122.088
IWB22208;15;91.5308
IWB22212;21;59.6227
IWB22236;9;94.798
IWB22239;4;5.7836
IWB22255;17;101.7636
IWB22257;9;95.2839
IWB22310;3;78.559
IWB22324;4;136.2627
IWB22381;9;209.7038
IWB22389;6;43.0055
IWB22453;16;74.0792
IWB22465;12;28.7741
IWB22477;16;97.4005
IWB22506;8;51.3585
IWB22510;8;34.827
IWB22511;16;74.0792
IWB22515;7;76.138
IWB22518;1;40.0054
IWB22528;10;68.7854
IWB22531;17;85.281
IWB22539;14;44.1544
IWB22543;9;97.5181
IWB22544;16;22.4709
IWB22557;10;140.1021
IWB22558;10;140.1021
IWB22559;1;39.323
IWB22559;13;55.6259
IWB22596;3;17.2968
IWB22603;10;92.9781
IWB22626;7;112.5853
IWB22675;9;129.6949
IWB22683;2;35.1109
IWB22709;8;16.1833
IWB22738;13;63.4257
IWB22739;9;55.3164
IWB22751;3;49.9645
IWB22779;7;31.7356
IWB22792;15;54.0674
IWB22803;20;88.6744
IWB22831;15;42.7333
IWB22838;14;44.1544
IWB22866;15;20.9233
IWB22900;12;164.6254
IWB22901;16;22.3556
IWB22908;14;48.4823
IWB22909;6;46.9864
IWB22966;7;22.747
IWB22968;16;27.3067
IWB22974;12;149.959
IWB22999;3;102.1519
IWB23033;1;40.0054
IWB23044;2;49.5406
IWB23085;10;104.67
IWB23092;13;56.3246
IWB23110;12;131.5623
IWB23111;11;15.5053
IWB23121;16;74.944
IWB23131;9;121.899
IWB23140;1;77.6096
IWB23151;12;108.8971
IWB23230;9;215.3712
IWB23232;9;215.3712
IWB23250;5;80.0807
IWB23253;18;20.218
IWB23266;6;115.5751
IWB23271;15;67.9832
IWB23277;12;132.6592
IWB23299;1;98.1741
IWB23321;7;7.9816
IWB23330;9;45.1489
IWB23332;7;14.4474
IWB23336;5;173.7918
IWB23337;11;49.6576
IWB23338;11;49.6576
IWB23339;11;49.6576
IWB23358;3;23.7445
IWB23359;4;105.5086
IWB23418;9;64.5279
IWB23434;1;39.5077
IWB23436;16;23.3285
IWB23446;8;19.5443
IWB23457;10;8.3813
IWB23462;7;124.8493
IWB23463;10;147.9679
IWB23476;11;78.2559
IWB23484;6;137.4016
IWB23497;7;124.8493
IWB23521;6;2.1102
IWB23525;8;14.9902
IWB23529;9;121.899
IWB23606;9;64.5279
IWB23617;2;38.1362
IWB23660;9;150.2781
IWB23665;10;87.7984
IWB23669;2;12.492
IWB23673;20;82.9666
IWB23684;11;38.0615
IWB23685;14;52.8595
IWB23690;9;81.942
IWB23748;13;69.9223
IWB23772;8;90.3127
IWB23797;9;236.2608
IWB23802;21;27.9806
IWB23807;5;5.9707
IWB23822;20;72.5086
IWB23841;7;18.9258
IWB23864;4;128.4957
IWB23879;16;28.0202
IWB23897;13;58.3341
IWB23910;16;97.4005
IWB23911;9;270.4606
IWB23913;16;97.4005
IWB23937;16;71.9387
IWB23938;16;71.9387
IWB23949;12;105.6228
IWB23955;5;141.8599
IWB23976;12;190.421
IWB23978;13;60.5248
IWB23982;10;91.4443
IWB24026;9;102.5464
IWB24037;6;41.4814
IWB24047;12;182.64
IWB24067;4;144.2485
IWB24089;1;39.4205
IWB24095;5;141.3577
IWB24135;12;51.8459
IWB24150;10;35.5912
IWB24177;9;52.1526
IWB24193;10;104.67
IWB24198;5;72.7099
IWB24200;14;103.3769
IWB24208;20;72.5086
IWB24224;3;141.5135
IWB24225;10;54.2019
IWB24230;9;202.9801
IWB24255;9;270.4606
IWB24284;3;48.2531
IWB24306;6;113.0469
IWB24312;9;88.9246
IWB24334;14;11.5663
IWB24338;10;99.1048
IWB24348;7;150.4159
IWB24349;8;116.5839
IWB24357;10;86.1683
IWB24360;4;68.8519
IWB24366;6;85.6033
IWB24367;3;56.0585
IWB24382;9;121.899
